Fri Aug 04 14:17:19 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:23:18 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:23:21 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Sat Sep 16 12:29:02 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sat Sep 16 12:29:05 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Mon Sep 18 10:14:15 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Sep 20 19:21:23 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Wed Sep 20 19:21:26 CEST 2023 +| Miguel +| SELECT * FROM CLIENTES
Wed Sep 20 19:21:28 CEST 2023 +| Miguel +| PRINT TO PDF CLIENTES
Wed Sep 20 19:21:31 CEST 2023 +| Miguel +| LISTADO EXCEL CLIENTES
Wed Sep 20 19:43:03 CEST 2023 +| Miguel +| PRINT TO PDF SERVICIOS
Wed Sep 20 19:43:04 CEST 2023 +| Miguel +| LISTADO EXCEL SERVICIOS
Wed Sep 20 19:43:15 CEST 2023 +| Miguel +| PRINT TO PDF PEDIDOS
Wed Sep 20 19:45:06 CEST 2023 +| Miguel +| LISTADO EXCEL PEDIDOS
Sun Sep 24 11:51:24 CEST 2023 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sun Feb 04 16:52:08 CET 2024 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Tue Feb 06 23:38:15 CET 2024 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sun Feb 11 20:52:22 CET 2024 +| [Login de 'Miguel'] +| SELECT * FROM usuarios WHERE nombreUsuario = 'Miguel' AND claveUsuario = SHA2('Miguel', 256);
Sun Feb 11 20:52:56 CET 2024 +| Miguel +| INSERT INTO Clientes VALUES(null,'Maria','Valenzuela','Diaz','666888546');
Sun Feb 11 20:53:13 CET 2024 +| Miguel +| SELECT * FROM CLIENTES
